ticker,spot,vol_30d,corr_3m,corr_6m,corr_12m,put_pct_3m,put_pct_6m,put_pct_12m,hedge_cost_3m,hedge_cost_6m,hedge_cost_12m,ytd_return,1y_return,score_long,score_short
MP,58.6600,0.769044,0.081608,0.060823,0.006647,0.192736,0.258614,0.338126,48183.95,64653.48,84531.48,0.067127,2.987763,-0.006912,0.073469
RRX,220.4000,0.498642,0.078692,-0.015830,-0.022735,0.126255,0.170127,0.223815,31563.84,42531.72,55953.77,0.508556,0.339390,0.216135,0.266185
ALLE,155.6300,0.338551,-0.078028,-0.155182,-0.110343,0.084301,0.112841,0.147110,21075.21,28210.23,36777.62,-0.032813,0.238503,0.411947,0.315151
ICLR,101.0000,1.637252,0.077818,0.021717,-0.010946,0.380377,0.494881,0.618407,95094.17,123720.17,154601.79,-0.464674,-0.683117,-0.021618,0.021618
TREX,41.7000,0.272001,0.076544,0.010345,-0.009114,0.065896,0.087191,0.111812,16473.89,21797.82,27952.98,0.163829,-0.560405,0.370181,0.389733
XLI,175.6000,0.152247,0.076250,-0.020938,-0.059433,0.032810,0.041314,0.049331,8202.50,10328.38,12332.82,0.111533,0.505022,0.381705,0.381662
SM,22.0500,0.448241,0.074006,0.015420,-0.013732,0.113318,0.152605,0.200619,28329.39,38151.35,50154.65,0.152640,-0.438982,0.251286,0.310169
SWK,85.2600,0.367290,0.072101,-0.075654,-0.085450,0.092043,0.123526,0.161625,23010.77,30881.39,40406.30,0.114947,0.063040,0.336887,0.353151
AVTR,9.0600,0.549625,0.072044,-0.030773,-0.033581,0.139146,0.187479,0.246595,34786.51,46869.87,61648.79,-0.209424,-0.629599,0.181394,0.221468
RS,316.7400,0.265040,-0.071975,-0.115468,-0.091113,0.063958,0.084488,0.108088,15989.58,21121.99,27022.04,0.070719,0.003842,0.434504,0.325653
HIW,23.1600,0.422625,-0.071468,-0.068741,-0.050151,0.106658,0.143542,0.188536,26664.60,35885.47,47134.09,-0.085319,0.142141,0.324156,0.277769
FXI,38.4200,0.174913,0.070921,0.005832,0.006366,0.039016,0.049853,0.060800,9754.12,12463.28,15200.11,-0.035158,0.677200,0.372199,0.390682
CLSK,10.4500,1.139616,0.070089,0.021447,-0.017429,0.277295,0.367680,0.472535,69323.87,91919.94,118133.67,-0.095238,-0.486487,-0.018996,0.018996
SILJ,37.9800,0.814203,0.069735,0.074503,0.033209,0.203423,0.272614,0.355793,50855.64,68153.45,88948.28,0.383607,4.156695,-0.031930,0.046249
CFLT,30.6400,0.036202,0.069538,0.069609,-0.026614,0.003223,0.002704,0.001719,805.66,675.92,429.75,0.017602,-0.078219,0.364482,0.394812
VWO,59.0100,0.139215,0.069377,-0.025588,-0.030231,0.029263,0.036457,0.042867,7315.64,9114.29,10716.74,0.074276,0.512251,0.381309,0.382275
LQD,111.6500,0.037411,0.068659,0.012137,-0.033398,0.003463,0.002962,0.001945,865.74,740.59,486.24,0.017279,0.132909,0.374125,0.385416
XME,119.4800,0.435901,0.067339,0.036497,-0.029408,0.110117,0.148254,0.194825,27529.31,37063.42,48706.22,0.111132,1.141701,0.261095,0.319832
ZS,155.7000,0.579356,0.066883,0.015251,-0.013317,0.146580,0.197443,0.259592,36645.09,49360.64,64898.04,-0.294102,-0.355813,0.150710,0.206064
RIOT,17.0800,1.068976,0.066851,0.013768,-0.066087,0.261712,0.347881,0.448710,65428.12,86970.20,112177.41,0.206215,-0.016696,-0.012169,0.012169
BTBT,1.8100,0.907195,0.066382,0.013963,-0.015509,0.225086,0.300804,0.391011,56271.43,75201.06,97752.80,-0.112745,-0.423567,-0.017139,0.017139
EAT,144.9000,0.396520,0.066335,0.032825,-0.005089,0.099806,0.134180,0.175991,24951.50,33544.97,43997.77,-0.043691,2.136363,0.290684,0.352682
AWI,172.2100,0.365979,0.066180,-0.021519,0.005079,0.091692,0.123043,0.160972,22923.09,30760.73,40243.00,-0.125171,0.430047,0.322245,0.369895
DECK,119.4200,0.579343,0.065650,0.013999,-0.036387,0.146577,0.197438,0.259586,36644.23,49359.48,64896.54,0.118269,-0.175912,0.153524,0.203271
CROX,93.9700,0.590319,-0.065499,-0.051716,0.056470,0.149307,0.201089,0.264334,37326.74,50272.16,66083.49,0.080736,-0.216133,0.178397,0.161427
SIL,113.2700,0.749150,0.063412,0.071658,0.034962,0.187993,0.252381,0.330223,46998.13,63095.13,82555.64,0.364534,4.099204,0.008253,0.088449
FR,62.5000,0.190255,-0.062558,-0.090452,-0.076586,0.043238,0.055685,0.068691,10809.45,13921.31,17172.67,0.079447,0.246018,0.428112,0.334379
DVN,42.6200,0.313285,-0.062454,-0.107096,-0.091236,0.077384,0.103237,0.133957,19346.09,25809.35,33489.15,0.125429,0.034604,0.419411,0.328436
JACK,16.8700,0.791223,-0.062290,-0.091191,-0.103823,0.197998,0.265515,0.346850,49499.53,66378.83,86712.41,-0.098825,-0.750461,0.046147,-0.013120
URBN,65.4600,0.339294,-0.061737,-0.092059,-0.104304,0.084503,0.113120,0.147491,21125.66,28280.06,36872.86,-0.131139,0.425212,0.397202,0.329290
MWA,29.9000,0.212816,0.061640,-0.032592,-0.065701,0.049467,0.064318,0.080435,12366.78,16079.54,20108.70,0.251909,0.941441,0.386974,0.374877
AEO,24.0400,0.418244,0.061566,-0.011784,-0.071236,0.105513,0.141980,0.186448,26378.34,35495.03,46612.08,-0.083886,0.074692,0.287932,0.320933
RBC,565.4400,0.182426,0.060898,0.022455,-0.013296,0.041082,0.052705,0.064653,10270.49,13176.18,16163.34,0.232459,1.092672,0.374084,0.388611
XLRE,43.4400,0.148091,-0.060583,-0.050626,-0.054455,0.031677,0.039760,0.047258,7919.21,9940.00,11814.51,0.075780,0.215173,0.419906,0.343536
CBOE,291.2700,0.207332,0.060142,0.070222,0.025699,0.047951,0.062214,0.077567,11987.72,15553.59,19391.66,0.173955,0.508271,0.362868,0.399145
CW,698.7200,0.374728,0.059477,-0.024748,0.044306,0.094028,0.126256,0.165316,23507.09,31563.88,41328.95,0.220727,1.949906,0.313479,0.364654
CTRA,29.9000,0.302796,-0.058694,-0.084015,-0.097798,0.074477,0.099181,0.128366,18619.24,24795.33,32091.45,0.124060,0.233511,0.424222,0.332347
SCCO,215.2000,0.676580,-0.057423,-0.070488,-0.086775,0.170501,0.229290,0.300749,42625.29,57322.47,75187.22,0.465923,1.952975,0.127223,0.080009
VNQ,94.8700,0.137807,-0.057166,-0.059921,-0.064041,0.028880,0.035935,0.042176,7220.12,8983.86,10543.89,0.071735,0.222118,0.421486,0.342118
TLT,89.9100,0.088880,0.055403,0.019239,0.005109,0.015825,0.018352,0.019422,3956.33,4588.09,4855.61,0.037044,0.045284,0.374567,0.389062
ALB,195.8700,0.660300,-0.054742,-0.054040,-0.106997,0.166536,0.224032,0.293994,41633.89,56007.97,73498.58,0.360870,0.670817,0.138568,0.093585
WULF,17.9200,1.095986,-0.054592,-0.012696,-0.078604,0.267700,0.355505,0.457916,66924.95,88876.14,114478.93,0.406593,6.658120,0.023413,-0.023413
VALE,17.5300,0.426622,-0.053466,-0.045663,-0.031532,0.107702,0.144964,0.190436,26925.40,36240.98,47608.99,0.322021,0.563415,0.311168,0.284430
CMC,74.5800,0.310022,-0.052965,-0.159729,-0.158317,0.076482,0.101981,0.132227,19120.62,25495.13,33056.63,0.041336,0.396829,0.434300,0.316253
MEDP,438.0800,0.581410,0.052489,0.016791,-0.000956,0.147092,0.198127,0.260483,36772.95,49531.69,65120.65,-0.232812,0.086346,0.151253,0.202344
PODD,248.1200,0.329556,0.052107,0.045156,0.001170,0.081852,0.109447,0.142474,20462.90,27361.75,35618.61,-0.123003,0.469644,0.345483,0.388962
STLD,191.5300,0.388503,-0.050337,-0.145824,-0.149667,0.097687,0.131277,0.172087,24421.74,32819.24,43021.67,0.087868,0.504231,0.367493,0.288644
EWT,77.0600,0.234072,0.049954,-0.052258,-0.062387,0.055355,0.072501,0.091623,13838.82,18125.30,22905.76,0.189748,0.793659,0.392185,0.369007
ATI,160.0200,0.259980,-0.048589,-0.125410,-0.071869,0.062551,0.082525,0.105386,15637.74,20631.23,26346.58,0.342450,2.394570,0.428311,0.332020
TXRH,181.7800,0.244101,-0.048318,-0.060312,-0.053903,0.058138,0.076375,0.096936,14534.60,19093.84,24233.92,0.060808,0.246322,0.416949,0.343916
WTS,330.1300,0.293357,0.047637,-0.063361,-0.065985,0.071845,0.095502,0.123281,17961.36,23875.60,30820.24,0.185046,0.692487,0.393768,0.365381
SLG,37.8100,0.363979,0.046004,-0.084939,-0.066649,0.091157,0.122306,0.159974,22789.25,30576.48,39993.52,-0.194847,-0.113012,0.345577,0.349768
CIFR,16.6100,1.102611,-0.043830,-0.000914,-0.065658,0.269163,0.357364,0.460155,67290.71,89341.08,115038.86,0.025309,3.885294,0.017660,-0.017660
COLD,13.1300,0.521417,0.043225,-0.034741,-0.007771,0.132037,0.177922,0.234071,33009.20,44480.48,58517.79,0.014683,-0.427508,0.208560,0.238196
EEM,63.3100,0.174663,0.043202,-0.039276,-0.038821,0.038948,0.049759,0.060673,9736.98,12439.64,15168.22,0.125711,0.642453,0.390417,0.372470
IREN,44.0300,1.163257,-0.043164,0.015651,-0.053022,0.282456,0.374205,0.480327,70614.03,93551.37,120081.82,0.031147,5.371925,0.013746,-0.013746
GDXJ,147.8500,0.729573,0.042446,0.048308,0.042444,0.183303,0.246206,0.322372,45825.84,61551.60,80592.99,0.306095,3.859119,0.031113,0.095318
CORN,17.7000,0.095800,0.041968,-0.031165,-0.049256,0.017635,0.020751,0.022439,4408.83,5187.70,5609.81,0.003971,-0.078125,0.390976,0.372759
EFA,105.6600,0.132402,-0.039259,-0.095311,-0.097766,0.027416,0.033938,0.039535,6854.01,8484.60,9883.82,0.088829,0.460277,0.425725,0.337949
APA,27.8400,0.402897,-0.038783,-0.044260,-0.080382,0.101487,0.136479,0.179079,25371.64,34119.87,44769.76,0.108231,0.024910,0.330984,0.302238
SITE,140.4100,0.409638,0.037054,0.022525,0.018521,0.103258,0.138901,0.182326,25814.57,34725.31,45581.61,0.122741,-0.151909,0.286763,0.335751
IEF,97.3400,0.039484,-0.036651,0.006285,-0.008101,0.003885,0.003425,0.002362,971.24,856.23,590.62,0.016419,0.116357,0.398996,0.360936
PRCT,27.8400,0.407034,0.036586,0.027102,0.014641,0.102574,0.137967,0.181074,25643.59,34491.68,45268.46,-0.094928,-0.429975,0.288649,0.338001
SBAC,197.1700,0.289751,-0.036218,-0.014537,-0.026602,0.070840,0.094097,0.121340,17710.05,23524.36,30335.02,0.024366,-0.013505,0.403536,0.355745
GDX,111.1600,0.652547,0.035543,0.050071,0.050896,0.164641,0.221518,0.290759,41160.37,55379.38,72689.66,0.296629,3.315498,0.090533,0.153505
CHRD,103.7000,0.358395,-0.034387,-0.046785,-0.047787,0.089659,0.120243,0.157178,22414.83,30060.64,39294.40,0.095268,-0.270082,0.362546,0.341760
