ticker,spot,vol_30d,corr_3m,corr_6m,corr_12m,put_pct_3m,put_pct_6m,put_pct_12m,hedge_cost_3m,hedge_cost_6m,hedge_cost_12m,ytd_return,1y_return,score_long,score_short
HIW,22.6200,0.434177,0.004186,-0.036014,-0.000175,0.109669,0.147644,0.194012,27417.29,36910.93,48502.94,-0.106646,0.046885,0.286198,0.297452
ARKK,74.2200,0.397333,-0.003520,-0.002018,0.034078,0.100020,0.134473,0.176386,25005.11,33618.37,44096.39,-0.052228,0.464483,0.308811,0.333261
UNG,12.0000,1.154862,0.003423,0.013773,-0.019799,0.280627,0.371894,0.477571,70156.69,92973.50,119392.63,-0.004975,-0.306358,-0.000942,0.000942
MWA,29.6900,0.207033,0.002390,0.092006,0.008856,0.047868,0.062100,0.077411,11967.07,15524.95,19352.63,0.243117,0.962697,0.375727,0.386295
OKTA,73.9700,0.561138,-0.002253,0.016350,0.050002,0.142032,0.191351,0.251652,35507.97,47837.67,62913.06,-0.115615,-0.322991,0.175607,0.209386
MDB,325.0100,0.683798,0.001730,-0.033205,0.020605,0.172254,0.231612,0.303726,43063.58,57902.92,75931.61,-0.186763,-0.259658,0.090587,0.105612
DIN,30.2800,0.362115,-0.001142,-0.017603,0.037188,0.090657,0.121618,0.159042,22664.37,30404.48,39760.53,-0.088501,-0.284502,0.338375,0.359961
ONON,46.7600,0.338697,-0.000739,0.056448,0.054468,0.084340,0.112896,0.147185,21085.09,28223.90,36796.27,-0.004047,0.374082,0.344282,0.382697
COIN,185.2400,0.956407,0.000509,-0.038460,-0.022330,0.236368,0.315385,0.409034,59091.96,78846.14,102258.48,-0.216844,-0.191621,0.007875,-0.007875
SM,24.1900,0.533889,0.000374,-0.043858,0.006636,0.135187,0.182161,0.239632,33796.75,45540.17,59908.10,0.264506,-0.409324,0.209486,0.217842
PCVX,61.9800,0.498458,-0.000338,0.016951,-0.002195,0.126208,0.170064,0.223732,31552.12,42515.90,55932.92,0.334051,-0.133753,0.229066,0.253543
PDBC,15.3600,0.246632,0.000207,-0.069174,-0.038992,0.058841,0.077355,0.098280,14710.37,19338.67,24570.00,0.156627,0.246564,0.404614,0.356167
XLV,158.5300,0.141020,-0.000005,0.013655,0.063465,0.029753,0.037127,0.043755,7438.19,9281.74,10938.87,0.019420,0.121545,0.383385,0.380172
