# SUMMARY
ticker,spot,vol_30d,corr_3m,corr_6m,corr_12m,thesis,rec_alloc_pct
IWN,198.9500,0.178415,-0.028210,0.020745,0.059662,NEUTRAL (low BTC correlation),0.2000

# STRIKE LADDER
strike,moneyness,put_1mo_pct,put_1mo_price,put_3mo_pct,put_3mo_price,put_6mo_pct,put_6mo_price,put_9mo_pct,put_9mo_price,put_12mo_pct,put_12mo_price
198.9500,ATM,0.025484,5.0700,0.039979,7.9538,0.051181,10.1825,0.057971,11.5334,0.062594,12.4530
189.0025,5% OTM,0.003581,0.7125,0.013234,2.6329,0.023363,4.6480,0.030407,6.0496,0.035633,7.0891
179.0550,10% OTM,0.000252,0.0501,0.003527,0.7017,0.009519,1.8939,0.014712,2.9269,0.019018,3.7837
169.1075,15% OTM,0.000006,0.0012,0.000682,0.1357,0.003308,0.6582,0.006384,1.2701,0.009327,1.8557
159.1600,20% OTM,0.000000,0.0000,0.000086,0.0170,0.000932,0.1854,0.002405,0.4784,0.004105,0.8167

# PORTFOLIO SIZING
alloc_pct,notional,shares,atm_3m_put,hedge_cost,hedge_port_pct,net_exposure
0.0500,50000.00,251.3194,7.9538,1998.94,0.001999,48001.06
0.1000,100000.00,502.6389,7.9538,3997.88,0.003998,96002.12
0.1500,150000.00,753.9583,7.9538,5996.82,0.005997,144003.18
0.2000,200000.00,1005.2777,7.9538,7995.75,0.007996,192004.25
0.2500,250000.00,1256.5972,7.9538,9994.69,0.009995,240005.31
0.3000,300000.00,1507.9166,7.9538,11993.63,0.011994,288006.37
0.4000,400000.00,2010.5554,7.9538,15991.51,0.015992,384008.49
0.5000,500000.00,2513.1943,7.9538,19989.38,0.019989,480010.62

# BUDGET-CONSTRAINED SIZING
hedge_budget_pct,budget_dollar,max_alloc_pct,max_notional,max_shares
0.0050,5000.00,0.125066,125066.38,628.6322
0.0100,10000.00,0.250133,250132.76,1257.2645
0.0150,15000.00,0.375199,375199.14,1885.8967
0.0200,20000.00,0.500266,500265.52,2514.5289
0.0300,30000.00,0.750398,750398.29,3771.7934
0.0500,50000.00,1.250664,1250663.81,6286.3223
