# SUMMARY
ticker,spot,vol_30d,corr_3m,corr_6m,corr_12m,thesis,rec_alloc_pct
CRWD,384.8600,0.620506,-0.052032,0.020988,0.049639,HEDGE (negative BTC correlation),0.2760

# STRIKE LADDER
strike,moneyness,put_1mo_pct,put_1mo_price,put_3mo_pct,put_3mo_price,put_6mo_pct,put_6mo_price,put_9mo_pct,put_9mo_price,put_12mo_pct,put_12mo_price
384.8600,ATM,0.094965,36.5484,0.156776,60.3366,0.211055,81.2265,0.248501,95.6381,0.277255,106.7044
365.6170,5% OTM,0.056519,21.7519,0.118431,45.5792,0.176094,67.7714,0.214727,82.6398,0.243993,93.9033
346.3740,10% OTM,0.031082,11.9623,0.083580,32.1667,0.137555,52.9394,0.178041,68.5208,0.209104,80.4759
327.1310,15% OTM,0.015867,6.1066,0.057238,22.0285,0.104726,40.3047,0.141821,54.5811,0.172576,66.4177
307.8880,20% OTM,0.007344,2.8264,0.037768,14.5354,0.077963,30.0049,0.111005,42.7213,0.139041,53.5114

# PORTFOLIO SIZING
alloc_pct,notional,shares,atm_3m_put,hedge_cost,hedge_port_pct,net_exposure
0.0500,50000.00,129.9174,60.3366,7838.78,0.007839,42161.22
0.1000,100000.00,259.8348,60.3366,15677.56,0.015678,84322.44
0.1500,150000.00,389.7521,60.3366,23516.33,0.023516,126483.67
0.2000,200000.00,519.6695,60.3366,31355.11,0.031355,168644.89
0.2500,250000.00,649.5869,60.3366,39193.89,0.039194,210806.11
0.3000,300000.00,779.5043,60.3366,47032.67,0.047033,252967.33
0.4000,400000.00,1039.3390,60.3366,62710.22,0.062710,337289.78
0.5000,500000.00,1299.1738,60.3366,78387.78,0.078388,421612.22

# BUDGET-CONSTRAINED SIZING
hedge_budget_pct,budget_dollar,max_alloc_pct,max_notional,max_shares
0.0050,5000.00,0.031893,31892.73,82.8684
0.0100,10000.00,0.063785,63785.45,165.7368
0.0150,15000.00,0.095678,95678.18,248.6052
0.0200,20000.00,0.127571,127570.91,331.4736
0.0300,30000.00,0.191356,191356.36,497.2103
0.0500,50000.00,0.318927,318927.27,828.6839
